288325,3953,3502,3952,3495,3927,3950,3929,3952,3953,3973,594,-0.8958,-0.1682,-0.4188,0.3662,0.1221,0.0610,12.00,3.00,47.00
288388,3952,3494,3952,3495,3928,3952,3928,3952,3955,3972,593,-0.8969,-0.1703,-0.4199,0.3052,0.0000,-0.1221,14.00,4.00,42.00
288437,3955,3495,3956,3493,3928,3952,3928,3949,3953,3974,593,-0.8962,-0.1693,-0.4207,0.3662,0.0610,-0.1221,14.00,4.00,42.00
288489,3949,3489,3951,3489,3927,3951,3929,3951,3950,3974,595,-0.8997,-0.1681,-0.4193,0.3662,0.0000,-0.3052,11.00,3.00,46.00
288538,3954,3483,3960,3482,3929,3949,3927,3950,3955,3974,595,-0.8972,-0.1693,-0.4204,0.2441,0.2441,-0.0610,11.00,3.00,46.00
288602,3951,3478,3954,3484,3925,3950,3928,3951,3955,3973,591,-0.8969,-0.1700,-0.4204,0.2441,0.2441,0.0000,11.00,3.00,44.00
288650,3949,3484,3950,3484,3927,3953,3927,3952,3951,3972,597,-0.8964,-0.1707,-0.4188,0.1221,0.3662,0.1221,11.00,3.00,44.00
288714,3953,3486,3952,3484,3924,3952,3922,3952,3953,3973,594,-0.8977,-0.1694,-0.4183,0.2441,0.5493,0.2441,9.00,3.00,44.00
288775,3952,3491,3952,3493,3926,3954,3926,3949,3951,3974,595,-0.8976,-0.1696,-0.4196,0.3662,0.6714,0.0610,11.00,4.00,48.00
288824,3954,3492,3955,3492,3924,3953,3926,3954,3951,3976,595,-0.8992,-0.1700,-0.4193,0.3052,0.3662,0.1831,11.00,4.00,48.00
288888,3952,3495,3951,3496,3926,3951,3928,3952,3954,3970,593,-0.8959,-0.1699,-0.4203,0.1831,0.0610,0.0610,11.00,3.00,42.00
288948,3951,3502,3950,3501,3925,3950,3924,3953,3952,3975,594,-0.8990,-0.1714,-0.4208,0.1831,-0.1831,-0.0610,11.00,3.00,42.00
289011,3952,3500,3946,3496,3922,3953,3923,3954,3951,3974,595,-0.8962,-0.1694,-0.4189,0.2441,0.0610,-0.1831,11.00,2.00,46.00
289073,3951,3501,3951,3501,3920,3950,3920,3951,3949,3974,595,-0.8982,-0.1689,-0.4189,0.3662,-0.2441,-0.4883,13.00,1.00,46.00
289133,3950,3490,3948,3491,3920,3951,3922,3954,3952,3972,595,-0.8962,-0.1677,-0.4197,0.2441,-0.1831,-0.1221,13.00,1.00,46.00
289196,3948,3480,3953,3477,3921,3948,3923,3951,3952,3972,597,-0.8959,-0.1686,-0.4210,0.2441,0.1221,-0.1221,10.00,5.00,48.00
289255,3951,3456,3950,3456,3919,3954,3921,3950,3950,3974,595,-0.8983,-0.1682,-0.4198,0.3052,-0.0610,0.0000,10.00,5.00,48.00
289317,3954,3428,3951,3427,3920,3950,3918,3950,3951,3973,595,-0.8959,-0.1674,-0.4200,0.1831,-0.0610,0.0000,10.00,2.00,44.00
289367,3951,3420,3953,3423,3917,3947,3916,3948,3952,3973,595,-0.8951,-0.1678,-0.4216,0.2441,0.1831,-0.0610,11.00,2.00,47.00
289415,3955,3426,3952,3426,3920,3948,3915,3947,3957,3972,595,-0.8981,-0.1671,-0.4211,0.3052,0.3052,-0.1831,11.00,2.00,47.00
289479,3950,3418,3953,3423,3918,3949,3916,3951,3953,3972,595,-0.8987,-0.1687,-0.4215,0.1831,0.1831,-0.0610,13.00,4.00,51.00
289528,3951,3425,3951,3423,3915,3945,3919,3949,3953,3973,594,-0.8979,-0.1691,-0.4203,0.1831,0.3052,0.0000,13.00,4.00,51.00
289591,3954,3432,3949,3432,3918,3949,3919,3945,3948,3971,596,-0.8967,-0.1674,-0.4200,0.3052,0.4272,-0.0610,13.00,5.00,46.00
289640,3949,3438,3951,3441,3918,3949,3918,3949,3950,3970,595,-0.8971,-0.1686,-0.4207,0.1221,0.3662,-0.0610,13.00,5.00,46.00
289704,3952,3450,3951,3453,3918,3948,3918,3950,3949,3970,594,-0.8989,-0.1699,-0.4194,0.3662,0.3662,0.0000,11.00,5.00,50.00
289753,3950,3462,3951,3461,3919,3951,3918,3950,3952,3973,597,-0.8967,-0.1660,-0.4189,0.3052,0.2441,0.1221,11.00,5.00,50.00
289805,3949,3464,3954,3463,3918,3950,3920,3951,3949,3973,595,-0.8982,-0.1675,-0.4196,-0.0610,0.1221,0.4272,11.00,3.00,46.00
289867,3951,3464,3956,3464,3919,3949,3920,3951,3954,3970,598,-0.8959,-0.1687,-0.4196,0.1831,0.1831,0.1831,11.00,4.00,52.00
289915,3950,3466,3946,3467,3920,3951,3918,3950,3952,3972,595,-0.8969,-0.1680,-0.4198,0.1221,0.4272,0.1221,11.00,4.00,52.00
289979,3951,3482,3951,3480,3917,3951,3918,3948,3948,3972,595,-0.8962,-0.1686,-0.4200,0.0610,0.2441,0.0610,13.00,3.00,42.00
290028,3949,3486,3950,3487,3913,3952,3915,3950,3952,3973,593,-0.8964,-0.1689,-0.4197,0.3052,0.1831,-0.3662,13.00,3.00,42.00
290092,3947,3494,3949,3496,3917,3950,3918,3954,3952,3974,595,-0.8976,-0.1680,-0.4202,0.1221,0.1221,0.0000,11.00,5.00,48.00
290140,3948,3500,3949,3498,3916,3952,3920,3951,3949,3972,596,-0.8962,-0.1688,-0.4204,0.3052,0.1221,-0.0610,11.00,5.00,48.00
290203,3948,3502,3951,3504,3919,3953,3913,3952,3950,3969,596,-0.8966,-0.1685,-0.4196,0.1221,0.0610,0.0610,11.00,3.00,48.00
290251,3950,3507,3948,3506,3918,3953,3917,3951,3949,3972,595,-0.8981,-0.1687,-0.4197,0.1221,0.3052,0.1221,11.00,3.00,48.00
290304,3948,3506,3946,3504,3915,3951,3909,3949,3952,3972,596,-0.8977,-0.1678,-0.4194,0.2441,0.2441,0.0610,11.00,3.00,46.00
290366,3949,3504,3947,3507,3918,3949,3918,3951,3949,3971,596,-0.8994,-0.1700,-0.4202,0.2441,0.0610,0.0610,10.00,4.00,48.00
290415,3948,3506,3949,3501,3918,3951,3917,3953,3948,3972,597,-0.8970,-0.1692,-0.4199,0.3052,0.0000,0.0000,10.00,4.00,48.00
290479,3949,3497,3952,3497,3919,3951,3918,3951,3952,3973,598,-0.8964,-0.1697,-0.4193,0.2441,-0.0610,-0.0610,12.00,3.00,51.00
290527,3949,3493,3949,3489,3919,3951,3917,3950,3951,3972,596,-0.8971,-0.1672,-0.4216,0.4272,0.1221,-0.1221,12.00,3.00,51.00
290590,3950,3465,3948,3467,3919,3951,3918,3950,3951,3970,596,-0.8967,-0.1676,-0.4219,0.3052,0.0000,0.0610,12.00,1.00,50.00
290640,3948,3465,3950,3464,3919,3949,3917,3952,3952,3965,597,-0.8972,-0.1656,-0.4202,0.2441,0.1831,-0.0610,12.00,1.00,50.00
290702,3951,3456,3954,3457,3919,3948,3918,3950,3952,3973,597,-0.8979,-0.1675,-0.4208,0.1221,-0.1221,0.2441,13.00,3.00,49.00
290751,3950,3453,3950,3451,3918,3948,3919,3952,3953,3972,596,-0.8981,-0.1697,-0.4200,0.2441,0.4883,0.1831,13.00,3.00,49.00
290815,3954,3454,3952,3451,3922,3952,3918,3950,3952,3971,597,-0.8960,-0.1689,-0.4203,0.1221,0.0610,0.4272,13.00,3.00,40.00
290865,3952,3454,3953,3451,3920,3948,3921,3950,3953,3972,596,-0.8983,-0.1688,-0.4208,0.3052,0.3052,0.1831,11.00,5.00,49.00
290925,3951,3451,3950,3450,3918,3948,3920,3947,3952,3972,596,-0.8960,-0.1689,-0.4226,0.2441,0.2441,0.0000,11.00,5.00,49.00
290989,3951,3454,3950,3452,3920,3949,3917,3948,3947,3968,596,-0.8964,-0.1677,-0.4214,0.2441,0.0610,-0.1831,11.00,3.00,51.00
291038,3951,3455,3949,3452,3920,3948,3917,3951,3952,3971,594,-0.8979,-0.1674,-0.4202,0.2441,0.0000,-0.2441,11.00,3.00,51.00
291089,3948,3456,3950,3456,3918,3948,3920,3950,3954,3972,595,-0.8953,-0.1686,-0.4213,0.1221,0.1831,0.0000,13.00,1.00,49.00
291139,3953,3463,3951,3459,3921,3951,3918,3948,3951,3970,595,-0.8970,-0.1667,-0.4211,0.2441,0.3662,-0.0610,13.00,1.00,49.00
291192,3948,3462,3950,3465,3918,3949,3917,3950,3951,3972,597,-0.8958,-0.1686,-0.4216,0.1831,0.2441,0.1831,11.00,2.00,46.00
291241,3954,3470,3951,3470,3916,3951,3919,3951,3953,3968,596,-0.8981,-0.1670,-0.4220,0.2441,0.4272,-0.0610,11.00,2.00,46.00
291293,3952,3479,3951,3474,3917,3950,3919,3948,3951,3970,593,-0.8962,-0.1691,-0.4200,0.2441,0.3052,-0.0610,11.00,3.00,49.00
291341,3951,3492,3951,3490,3917,3950,3917,3950,3950,3972,597,-0.8989,-0.1678,-0.4194,0.1831,0.2441,0.0000,11.00,3.00,49.00
291393,3951,3492,3950,3493,3918,3952,3919,3952,3950,3974,596,-0.8967,-0.1681,-0.4200,0.1831,0.2441,0.0610,10.00,3.00,49.00
291453,3952,3493,3954,3492,3918,3952,3918,3952,3951,3972,597,-0.8966,-0.1667,-0.4211,0.1221,0.1221,0.3052,10.00,3.00,49.00
291515,3947,3486,3950,3484,3914,3948,3918,3949,3948,3972,595,-0.8953,-0.1665,-0.4203,0.3662,0.0610,0.1831,11.00,2.00,50.00
291565,3951,3483,3951,3488,3917,3951,3919,3953,3951,3970,595,-0.8966,-0.1687,-0.4214,0.0610,0.0610,0.1831,11.00,1.00,46.00
291614,3950,3487,3956,3488,3915,3949,3916,3956,3952,3972,597,-0.8966,-0.1680,-0.4213,0.3052,0.2441,-0.0610,11.00,1.00,46.00
291678,3948,3489,3946,3491,3914,3951,3918,3952,3951,3973,596,-0.8981,-0.1680,-0.4211,0.1831,0.0610,0.1831,11.00,3.00,49.00
291727,3950,3482,3950,3482,3918,3952,3917,3951,3951,3971,598,-0.8975,-0.1703,-0.4218,0.1831,0.0000,0.1221,11.00,3.00,49.00
291779,3947,3451,3945,3448,3913,3949,3913,3950,3953,3970,598,-0.8988,-0.1685,-0.4221,0.2441,0.0000,0.3662,14.00,3.00,49.00
